ClienteID,Sexo,EstadoCivil,DomicilioDepartamento,DomicilioProvincia,DomicilioDistrito,FechaNacimiento,TipoPersona,VentaID
163584,femenino,casado,callao,callao,la perla,1990-06-23 00:00:00,persona natural,123424
163692,femenino,soltero,callao,callao,bellavista,1985-11-14 00:00:00,persona natural,123440
163726,femenino,soltero,callao,callao,ventanilla,1979-08-22 00:00:00,persona natural,123444
163615,masculino,soltero,lima,lima,san martin de porres,1976-07-14 00:00:00,persona natural,123452
163744,masculino,soltero,junin,tarma,tarma,1987-08-08 00:00:00,persona natural,123466
163736,femenino,soltero,lima,lima,miraflores,1958-07-04 00:00:00,persona natural,123537
163774,masculino,soltero,lima,lima,s.j.de lurigancho,1991-03-15 00:00:00,persona natural,123538
163875,masculino,soltero,lima,lima,san luis,1966-11-05 00:00:00,persona natural,123573
116142,NO ESPECIFICA,"",lima,lima,ate,2012-05-28 00:00:00,persona jurídica,123588
163902,femenino,casado,lima,lima,la molina,1962-03-22 00:00:00,persona natural,123618
163891,masculino,soltero,lima,lima,independencia,1978-01-14 00:00:00,persona natural,123619
163966,femenino,soltero,ancash,huaraz,huaraz,1981-01-27 00:00:00,persona natural,123646
163950,NO ESPECIFICA,"",lima,lima,magdalena del mar,2002-02-17 00:00:00,persona jurídica,123660
163996,masculino,soltero,lima,lima,pueblo libre,1988-09-22 00:00:00,persona natural,123669
164100,masculino,casado,lima,lima,s.j.de lurigancho,1968-08-11 00:00:00,persona natural,123688
164056,femenino,soltero,lima,lima,rimac,1988-12-16 00:00:00,persona natural,123704
164057,masculino,divorciado,lima,lima,rimac,1981-01-20 00:00:00,persona natural,123716
163760,masculino,soltero,lima,lima,comas,1989-03-05 00:00:00,persona natural,123717
164034,masculino,casado,lima,lima,comas,1986-01-16 00:00:00,persona natural,123724
164016,masculino,soltero,lima,lima,san juan de miraflores,1991-07-20 00:00:00,persona natural,123737
163983,femenino,casado,lima,lima,puente piedra,1981-06-22 00:00:00,persona natural,123739
158080,femenino,soltero,lima,lima,san borja,1984-10-19 00:00:00,persona natural,123741
164132,masculino,soltero,lima,lima,independencia,1974-03-28 00:00:00,persona natural,123755
164188,femenino,soltero,lima,lima,puente piedra,1980-04-14 00:00:00,persona natural,123795
158727,masculino,soltero,lima,lima,lince,1981-03-16 00:00:00,persona natural,123796
163974,femenino,soltero,lima,lima,san isidro,1997-10-03 00:00:00,persona natural,123841
164303,femenino,soltero,lima,lima,cercado de lima,1992-06-02 00:00:00,persona natural,123857
164371,NO ESPECIFICA,"",lima,lima,chorrillos,2015-07-25 00:00:00,persona jurídica,123893
164371,NO ESPECIFICA,"",lima,lima,chorrillos,2015-07-25 00:00:00,persona jurídica,123896
164342,femenino,soltero,cajamarca,chota,querocoto,1965-01-13 00:00:00,persona natural,123929
105614,masculino,casado,lima,lima,s.j.de lurigancho,1979-10-23 00:00:00,persona natural,123947
164298,masculino,soltero,lima,lima,san martin de porres,1996-10-16 00:00:00,persona natural,124003
164516,masculino,soltero,lima,lima,comas,1988-06-11 00:00:00,persona natural,124032
164536,masculino,soltero,lima,lima,chorrillos,1981-11-11 00:00:00,persona natural,124033
164544,masculino,soltero,lima,lima,lurigancho (chosica),1985-07-27 00:00:00,persona natural,124038
164561,masculino,soltero,lima,lima,comas,1979-04-11 00:00:00,persona natural,124078
164089,masculino,casado,lima,lima,s.j.de lurigancho,1982-04-04 00:00:00,persona natural,124080
164515,masculino,soltero,lima,lima,s.j.de lurigancho,1988-01-24 00:00:00,persona natural,124087
164630,femenino,soltero,lima,lima,santiago de surco,1980-04-14 00:00:00,persona natural,124113
164453,femenino,soltero,lima,lima,los olivos,1988-11-22 00:00:00,persona natural,124166
164372,femenino,soltero,lima,lima,lince,1987-01-07 00:00:00,persona natural,124168
22545,femenino,soltero,lima,lima,san miguel,1973-08-12 00:00:00,persona natural,124226
70081,masculino,soltero,lima,lima,los olivos,1975-01-12 00:00:00,persona natural,124234
158176,masculino,soltero,lima,lima,s.j.de lurigancho,1990-07-31 00:00:00,persona natural,124236
164621,masculino,casado,lima,lima,ate,1982-07-28 00:00:00,persona natural,124332
164772,masculino,divorciado,lima,lima,independencia,1965-12-27 00:00:00,persona natural,124340
164858,masculino,soltero,lima,lima,cercado de lima,1985-11-14 00:00:00,persona natural,124348
164844,femenino,soltero,lima,lima,los olivos,1995-04-26 00:00:00,persona natural,124349
164876,masculino,soltero,lima,lima,san martin de porres,1993-01-17 00:00:00,persona natural,124375
164864,femenino,casado,lima,lima,s.j.de lurigancho,1974-11-16 00:00:00,persona natural,124376
164872,masculino,soltero,lima,lima,san martin de porres,1977-10-01 00:00:00,persona natural,124423
164953,masculino,casado,lima,lima,la molina,1948-03-09 00:00:00,persona natural,124462
164911,masculino,soltero,lima,lima,los olivos,1984-10-30 00:00:00,persona natural,124465
165016,masculino,casado,lima,lima,cercado de lima,1968-10-29 00:00:00,persona natural,124521
15707,masculino,divorciado,lima,lima,s.j.de lurigancho,1965-03-06 00:00:00,persona natural,124527
165016,masculino,casado,lima,lima,cercado de lima,1968-10-29 00:00:00,persona natural,124537
165104,masculino,soltero,callao,callao,callao,1985-10-28 00:00:00,persona natural,124545
104501,masculino,casado,ica,ica,los aquijes,1974-09-29 00:00:00,persona natural,124554
165123,masculino,casado,lima,lima,comas,1982-04-05 00:00:00,persona natural,124566
165107,masculino,soltero,lima,lima,s.j.de lurigancho,1975-01-20 00:00:00,persona natural,124625
165144,femenino,soltero,callao,callao,bellavista,1995-11-24 00:00:00,persona natural,124645
165221,NO ESPECIFICA,"",lima,lima,miraflores,2009-08-01 00:00:00,persona jurídica,124693
165303,femenino,casado,lima,lima,chorrillos,1981-06-29 00:00:00,persona natural,124711
164679,masculino,soltero,lima,lima,s.j.de lurigancho,1967-07-13 00:00:00,persona natural,124737
165402,masculino,soltero,lima,lima,comas,1970-07-29 00:00:00,persona natural,124793
165356,femenino,soltero,lima,lima,san martin de porres,1976-09-22 00:00:00,persona natural,124795
165463,masculino,soltero,lima,lima,san martin de porres,1988-07-26 00:00:00,persona natural,124879
165235,masculino,casado,lima,lima,san martin de porres,1971-08-29 00:00:00,persona natural,124893
165581,masculino,soltero,callao,callao,callao,1992-02-13 00:00:00,persona natural,124984
165597,masculino,casado,ica,pisco,pisco,1988-03-08 00:00:00,persona natural,124989
165599,masculino,soltero,lima,lima,los olivos,1980-09-05 00:00:00,persona natural,124991
165662,masculino,soltero,lima,lima,villa el salvador,1988-11-28 00:00:00,persona natural,125036
165669,masculino,soltero,callao,callao,callao,1986-05-26 00:00:00,persona natural,125042
165598,femenino,soltero,lima,lima,s.j.de lurigancho,1988-09-07 00:00:00,persona natural,125046
165693,femenino,soltero,lima,lima,comas,1979-08-17 00:00:00,persona natural,125064
165592,femenino,soltero,lima,lima,san martin de porres,1969-01-08 00:00:00,persona natural,125066
165705,masculino,soltero,callao,callao,callao,1991-07-02 00:00:00,persona natural,125074
163511,masculino,soltero,lima,lima,cercado de lima,1994-12-01 00:00:00,persona natural,125092
163511,masculino,soltero,lima,lima,cercado de lima,1994-12-01 00:00:00,persona natural,125150
165743,masculino,soltero,lima,lima,san martin de porres,1989-10-07 00:00:00,persona natural,125156
165760,masculino,soltero,lima,lima,los olivos,1982-10-03 00:00:00,persona natural,125173
165734,femenino,soltero,lima,lima,cercado de lima,1979-12-21 00:00:00,persona natural,125187
165753,masculino,casado,lima,huaral,huaral,1980-06-20 00:00:00,persona natural,125228
165830,femenino,soltero,lima,lima,san martin de porres,1988-04-15 00:00:00,persona natural,125229
165764,masculino,casado,lima,lima,s.j.de lurigancho,1972-09-17 00:00:00,persona natural,125232
165836,masculino,soltero,lima,lima,los olivos,1984-09-25 00:00:00,persona natural,125236
165836,masculino,soltero,lima,lima,los olivos,1984-09-25 00:00:00,persona natural,125245
165880,femenino,soltero,lima,lima,s.j.de lurigancho,1991-01-04 00:00:00,persona natural,125280
163592,masculino,soltero,junin,chanchamayo,perene,1970-12-05 00:00:00,persona natural,125306
165927,masculino,casado,lima,huaura,huacho,1976-05-23 00:00:00,persona natural,125333
166077,femenino,casado,lima,lima,comas,1989-01-08 00:00:00,persona natural,125374
136422,masculino,casado,lima,lima,s.j.de lurigancho,1970-11-03 00:00:00,persona natural,125389
166013,femenino,casado,lima,lima,la victoria,1991-03-18 00:00:00,persona natural,125404
166124,masculino,soltero,lima,lima,san martin de porres,1989-04-30 00:00:00,persona natural,125414
773,masculino,soltero,lima,lima,santa anita,1990-11-12 00:00:00,persona natural,125460
166311,femenino,soltero,lima,lima,los olivos,1973-03-30 00:00:00,persona natural,125558
166217,masculino,soltero,arequipa,arequipa,cerro colorado,1973-04-12 00:00:00,persona natural,125613
10249,masculino,casado,lima,lima,la molina,1966-07-20 00:00:00,persona natural,125640
40762,masculino,casado,callao,callao,bellavista,1966-04-11 00:00:00,persona natural,125667
40762,masculino,casado,callao,callao,bellavista,1966-04-11 00:00:00,persona natural,125668
166496,masculino,soltero,lima,lima,s.j.de lurigancho,1900-01-01 00:00:00,persona natural,125684
166578,masculino,soltero,lima,lima,lurigancho (chosica),1972-12-06 00:00:00,persona natural,125698
166598,femenino,soltero,lima,lima,ate,1993-09-13 00:00:00,persona natural,125711
166184,masculino,soltero,lima,lima,rimac,1991-12-27 00:00:00,persona natural,125720
166613,femenino,soltero,lima,lima,la molina,1969-04-24 00:00:00,persona natural,125741
166678,masculino,soltero,lima,lima,los olivos,1968-02-24 00:00:00,persona natural,125771
166563,masculino,soltero,lima,lima,independencia,1986-12-29 00:00:00,persona natural,125783
39271,masculino,soltero,arequipa,arequipa,alto selva alegre,1983-04-17 00:00:00,persona natural,125810
166798,masculino,soltero,lima,lima,cieneguilla,1991-10-24 00:00:00,persona natural,125875
166770,masculino,soltero,lima,lima,san juan de miraflores,1974-12-29 00:00:00,persona natural,125897
166757,masculino,soltero,lima,lima,san martin de porres,1993-01-18 00:00:00,persona natural,125900
166808,femenino,casado,lima,lima,san martin de porres,1975-04-02 00:00:00,persona natural,125909
166808,femenino,casado,lima,lima,san martin de porres,1975-04-02 00:00:00,persona natural,125910
158819,femenino,soltero,lima,lima,s.j.de lurigancho,1993-10-21 00:00:00,persona natural,125921
166895,masculino,soltero,lima,lima,cercado de lima,1989-03-04 00:00:00,persona natural,125924
166874,femenino,casado,lima,lima,carabayllo,1982-01-25 00:00:00,persona natural,125949
166932,masculino,casado,lima,lima,san martin de porres,1987-08-12 00:00:00,persona natural,125957
167033,masculino,divorciado,lima,lima,s.j.de lurigancho,1978-10-02 00:00:00,persona natural,125959
167051,masculino,soltero,lima,lima,comas,1983-10-30 00:00:00,persona natural,125965
166947,masculino,soltero,lima,lima,san miguel,1988-09-10 00:00:00,persona natural,125968
167064,masculino,soltero,lima,lima,s.j.de lurigancho,1988-05-10 00:00:00,persona natural,125970
166864,masculino,casado,lima,lima,s.j.de lurigancho,1972-04-26 00:00:00,persona natural,125994
166993,masculino,soltero,lima,lima,el agustino,1986-05-12 00:00:00,persona natural,126057
167011,femenino,soltero,lima,lima,san borja,1980-10-28 00:00:00,persona natural,126071
167255,masculino,soltero,lima,lima,puente piedra,1992-03-15 00:00:00,persona natural,126178
167376,femenino,soltero,lima,lima,chorrillos,1983-02-22 00:00:00,persona natural,126245
167391,masculino,soltero,lima,lima,puente piedra,1994-08-26 00:00:00,persona natural,126291
167444,femenino,divorciado,lima,lima,la victoria,1968-11-13 00:00:00,persona natural,126300
167545,femenino,viudo,lima,lima,rimac,1961-12-07 00:00:00,persona natural,126349
167587,NO ESPECIFICA,"",lima,lima,san isidro,2012-11-09 00:00:00,persona jurídica,126398
163005,masculino,soltero,lima,lima,s.j.de lurigancho,1981-12-30 00:00:00,persona natural,126419
167340,masculino,soltero,lima,lima,s.j.de lurigancho,1995-07-17 00:00:00,persona natural,126432
167645,masculino,soltero,lima,lima,el agustino,1963-11-06 00:00:00,persona natural,126479
40472,masculino,soltero,lima,lima,s.j.de lurigancho,1979-01-14 00:00:00,persona natural,126617
167735,femenino,soltero,callao,callao,callao,1988-11-24 00:00:00,persona natural,126625
163401,masculino,casado,lima,lima,san martin de porres,1986-11-01 00:00:00,persona natural,126671
167789,femenino,casado,piura,talara,los organos,1978-01-14 00:00:00,persona natural,126688
167842,masculino,casado,lima,lima,rimac,1973-01-04 00:00:00,persona natural,126711
167988,masculino,soltero,callao,callao,ventanilla,1989-03-01 00:00:00,persona natural,126724
167900,femenino,soltero,lima,lima,s.j.de lurigancho,1974-03-14 00:00:00,persona natural,126745
167926,femenino,soltero,lima,lima,el agustino,1986-12-14 00:00:00,persona natural,126748
67501,femenino,soltero,lima,lima,san miguel,1974-11-10 00:00:00,persona natural,126756
168173,femenino,soltero,callao,callao,bellavista,1983-06-13 00:00:00,persona natural,126848
168183,femenino,soltero,callao,callao,callao,1988-10-27 00:00:00,persona natural,126852
168156,femenino,soltero,lima,lima,s.j.de lurigancho,1977-03-08 00:00:00,persona natural,126886
168166,femenino,soltero,lima,lima,s.j.de lurigancho,1978-07-22 00:00:00,persona natural,126945
168287,masculino,casado,lima,lima,el agustino,1976-07-10 00:00:00,persona natural,126946
168303,NO ESPECIFICA,"",lima,lima,los olivos,2015-02-16 00:00:00,persona jurídica,126949
168014,femenino,soltero,lima,lima,villa maria del triunfo,1985-09-12 00:00:00,persona natural,126973
34156,femenino,soltero,lima,lima,san isidro,1974-05-06 00:00:00,persona natural,127074
168449,masculino,casado,lima,lima,comas,1960-11-11 00:00:00,persona natural,127080
168398,femenino,soltero,lima,lima,los olivos,1997-11-15 00:00:00,persona natural,127088
168477,masculino,soltero,lima,lima,puente piedra,1987-08-26 00:00:00,persona natural,127096
114076,masculino,soltero,lima,lima,san martin de porres,1981-05-15 00:00:00,persona natural,127106
168223,masculino,soltero,lima,lima,villa el salvador,1982-04-19 00:00:00,persona natural,127158
168550,masculino,soltero,lima,lima,independencia,1967-04-11 00:00:00,persona natural,127185
168557,femenino,soltero,lima,lima,los olivos,1984-12-24 00:00:00,persona natural,127194
168653,masculino,casado,lima,lima,carabayllo,1967-10-07 00:00:00,persona natural,127213
168513,femenino,soltero,lima,lima,puente piedra,1987-06-08 00:00:00,persona natural,127214
168744,femenino,soltero,lima,lima,miraflores,1987-04-23 00:00:00,persona natural,127240
168746,masculino,soltero,lima,lima,s.j.de lurigancho,1995-09-11 00:00:00,persona natural,127261
137563,masculino,soltero,lima,lima,san juan de miraflores,1986-05-16 00:00:00,persona natural,127281
168741,masculino,soltero,lima,lima,san isidro,1984-03-28 00:00:00,persona natural,127283
168555,masculino,divorciado,lima,lima,san martin de porres,1986-05-18 00:00:00,persona natural,127287
168783,masculino,casado,lima,lima,san martin de porres,1984-11-19 00:00:00,persona natural,127289
168662,masculino,soltero,callao,callao,callao,1978-08-27 00:00:00,persona natural,127360
168828,masculino,soltero,lima,lima,la victoria,1979-04-11 00:00:00,persona natural,127403
168880,femenino,soltero,lima,lima,breña,1974-08-11 00:00:00,persona natural,127409
168432,masculino,soltero,lima,lima,san juan de miraflores,1994-04-28 00:00:00,persona natural,127411
168801,masculino,casado,lima,lima,s.j.de lurigancho,1979-11-05 00:00:00,persona natural,127417
168902,masculino,soltero,lima,lima,san martin de porres,1987-09-01 00:00:00,persona natural,127429
148531,masculino,casado,callao,callao,callao,1978-06-08 00:00:00,persona natural,127436
168984,femenino,casado,lima,lima,independencia,1968-05-31 00:00:00,persona natural,127465
168958,femenino,casado,lima,lima,carabayllo,1970-02-16 00:00:00,persona natural,127469
125899,masculino,soltero,arequipa,arequipa,j.l. bustamante y rivero,1970-07-27 00:00:00,persona natural,127470
168959,masculino,divorciado,lima,lima,s.j.de lurigancho,1976-07-31 00:00:00,persona natural,127473
168947,femenino,soltero,lima,lima,san martin de porres,1966-03-27 00:00:00,persona natural,127475
169140,femenino,soltero,lima,lima,s.j.de lurigancho,1981-12-07 00:00:00,persona natural,127502
169036,femenino,soltero,callao,callao,callao,1985-11-14 00:00:00,persona natural,127523
169108,femenino,soltero,lima,lima,rimac,1986-07-26 00:00:00,persona natural,127525
168499,masculino,casado,lima,lima,s.j.de lurigancho,1984-05-05 00:00:00,persona natural,127526
169031,masculino,soltero,lima,lima,rimac,1973-09-27 00:00:00,persona natural,127527
169176,femenino,soltero,callao,callao,bellavista,1993-07-06 00:00:00,persona natural,127541
169183,masculino,soltero,lima,lima,san martin de porres,1986-02-19 00:00:00,persona natural,127560
169022,masculino,soltero,lima,lima,miraflores,1992-11-17 00:00:00,persona natural,127605
31484,masculino,casado,lima,lima,santiago de surco,1944-08-24 00:00:00,persona natural,127666
169245,NO ESPECIFICA,"",callao,callao,la perla,2014-12-17 00:00:00,persona jurídica,127690
169284,masculino,soltero,callao,callao,callao,1988-12-09 00:00:00,persona natural,127705
169280,femenino,soltero,lima,lima,s.j.de lurigancho,1975-04-19 00:00:00,persona natural,127718
169338,femenino,casado,lima,lima,independencia,1970-04-05 00:00:00,persona natural,127737
169333,masculino,soltero,lima,lima,santiago de surco,1985-01-19 00:00:00,persona natural,127748
169376,masculino,soltero,callao,callao,ventanilla,1993-12-25 00:00:00,persona natural,127766
83670,masculino,casado,callao,callao,callao,1970-06-21 00:00:00,persona natural,127774
169348,masculino,casado,lima,lima,villa el salvador,1970-12-15 00:00:00,persona natural,127775
169290,femenino,soltero,lima,lima,los olivos,1993-03-22 00:00:00,persona natural,127777
169510,masculino,casado,loreto,maynas,iquitos,1973-04-16 00:00:00,persona natural,127810
169517,femenino,soltero,callao,callao,callao,1984-04-23 00:00:00,persona natural,127811
169570,femenino,casado,lima,lima,san martin de porres,1965-10-07 00:00:00,persona natural,127822
169573,masculino,soltero,lima,lima,ate,1986-11-01 00:00:00,persona natural,127823
169581,femenino,soltero,lima,lima,san martin de porres,1989-09-14 00:00:00,persona natural,127825
169577,masculino,soltero,callao,callao,callao,1992-09-03 00:00:00,persona natural,127867
169375,femenino,soltero,lima,lima,san miguel,1984-11-27 00:00:00,persona natural,127875
169441,masculino,soltero,lima,lima,puente piedra,1981-10-18 00:00:00,persona natural,127880
169639,masculino,casado,lima,lima,ancon,1976-01-11 00:00:00,persona natural,127896
169648,masculino,soltero,lima,lima,carabayllo,1953-02-25 00:00:00,persona natural,127973
169657,masculino,soltero,lima,lima,la victoria,1995-12-19 00:00:00,persona natural,128031
169782,masculino,soltero,callao,callao,callao,1990-11-14 00:00:00,persona natural,128051
169571,femenino,soltero,lima,lima,s.j.de lurigancho,1986-03-30 00:00:00,persona natural,128057
169507,femenino,soltero,lima,lima,surquillo,1968-08-23 00:00:00,persona natural,128068
169775,masculino,soltero,lima,lima,s.j.de lurigancho,1983-08-10 00:00:00,persona natural,128071
169584,femenino,soltero,lima,lima,s.j.de lurigancho,1974-11-04 00:00:00,persona natural,128077
169831,masculino,soltero,lima,lima,s.j.de lurigancho,1986-05-14 00:00:00,persona natural,128090
169873,masculino,soltero,lima,lima,el agustino,1983-10-13 00:00:00,persona natural,128145
169870,femenino,casado,lima,lima,ate,1953-09-09 00:00:00,persona natural,128160
169842,masculino,soltero,lima,lima,s.j.de lurigancho,1967-12-18 00:00:00,persona natural,128167
169494,masculino,casado,lima,lima,san juan de miraflores,1975-02-28 00:00:00,persona natural,128182
169481,masculino,soltero,lima,lima,s.j.de lurigancho,1993-03-15 00:00:00,persona natural,128202
169943,masculino,soltero,lima,lima,s.j.de lurigancho,1991-06-10 00:00:00,persona natural,128260
169712,masculino,soltero,lima,lima,ate,1994-10-30 00:00:00,persona natural,128385
169887,femenino,soltero,lima,huarochiri,ricardo palma,1989-03-25 00:00:00,persona natural,128393
169944,masculino,soltero,lima,lima,carabayllo,1963-10-22 00:00:00,persona natural,128396
170048,femenino,soltero,lima,lima,ate,1989-05-18 00:00:00,persona natural,128411
169973,femenino,soltero,lima,lima,rimac,1967-08-29 00:00:00,persona natural,128412
170044,masculino,soltero,lima,lima,chorrillos,1994-02-05 00:00:00,persona natural,128459
169659,masculino,soltero,ucayali,coronel portillo,calleria,1989-01-16 00:00:00,persona natural,128499
170106,NO ESPECIFICA,"",lima,lima,santiago de surco,2014-08-28 00:00:00,persona jurídica,128506
170080,masculino,soltero,lima,lima,san martin de porres,1992-04-18 00:00:00,persona natural,128543
170093,masculino,soltero,lima,lima,s.j.de lurigancho,1987-09-19 00:00:00,persona natural,128562
170163,femenino,soltero,lima,lima,san borja,1991-02-25 00:00:00,persona natural,128572
2276,masculino,soltero,lima,lima,la molina,1958-08-05 00:00:00,persona natural,128573
170282,masculino,soltero,lima,lima,puente piedra,1985-05-19 00:00:00,persona natural,128582
170315,femenino,casado,lima,lima,san martin de porres,1967-04-18 00:00:00,persona natural,128588
170395,masculino,casado,lima,lima,puente piedra,1966-03-25 00:00:00,persona natural,128652
170342,masculino,soltero,lima,lima,santa anita,1983-12-12 00:00:00,persona natural,128654
170367,masculino,soltero,lima,lima,s.j.de lurigancho,1989-06-21 00:00:00,persona natural,128692
170465,femenino,soltero,lima,lima,comas,1977-11-04 00:00:00,persona natural,128700
170416,NO ESPECIFICA,"",cuzco,quispicanchi,cusipata,1989-01-01 00:00:00,persona jurídica,128764
170416,NO ESPECIFICA,"",cuzco,quispicanchi,cusipata,1989-01-01 00:00:00,persona jurídica,128765
170638,femenino,soltero,callao,callao,ventanilla,1967-06-15 00:00:00,persona natural,128819
170566,masculino,casado,lima,lima,cercado de lima,1976-12-12 00:00:00,persona natural,128870
170550,masculino,soltero,lima,lima,ate,1964-09-10 00:00:00,persona natural,128945
170858,masculino,soltero,callao,callao,ventanilla,1990-04-16 00:00:00,persona natural,128983
145193,femenino,soltero,lima,lima,independencia,1991-10-18 00:00:00,persona natural,129046
171017,NO ESPECIFICA,"",lima,lima,magdalena del mar,2013-08-24 00:00:00,persona jurídica,129095
170908,masculino,soltero,lima,lima,carabayllo,1988-02-29 00:00:00,persona natural,129099
171044,masculino,soltero,callao,callao,callao,1986-09-13 00:00:00,persona natural,129185
171147,masculino,soltero,lima,lima,comas,1984-07-18 00:00:00,persona natural,129193
171210,femenino,soltero,lima,lima,comas,1989-08-30 00:00:00,persona natural,129198
170790,NO ESPECIFICA,"",piura,sullana,sullana,2015-09-16 00:00:00,persona jurídica,129200
65897,femenino,casado,lima,lima,la victoria,1965-11-15 00:00:00,persona natural,129202
171153,NO ESPECIFICA,"",lima,lima,san isidro,2015-01-12 00:00:00,persona jurídica,129239
171162,femenino,soltero,lima,lima,cercado de lima,1982-03-01 00:00:00,persona natural,129240
171172,femenino,soltero,lima,lima,pueblo libre,1987-01-07 00:00:00,persona natural,129244
171203,masculino,casado,lima,lima,carabayllo,1990-05-26 00:00:00,persona natural,129369
171043,masculino,casado,lima,lima,cercado de lima,1963-01-18 00:00:00,persona natural,129457
171441,masculino,soltero,lima,lima,s.j.de lurigancho,1987-04-08 00:00:00,persona natural,129466
171493,masculino,soltero,lima,lima,cercado de lima,1987-05-03 00:00:00,persona natural,129487
171159,femenino,soltero,lima,lima,ate,1992-06-05 00:00:00,persona natural,129493
87432,NO ESPECIFICA,"",lima,lima,ate,1999-03-04 00:00:00,persona jurídica,129511
87432,NO ESPECIFICA,"",lima,lima,ate,1999-03-04 00:00:00,persona jurídica,129512
142272,masculino,soltero,lima,lima,surquillo,1965-11-24 00:00:00,persona natural,129541
171626,masculino,soltero,lima,lima,s.j.de lurigancho,1969-11-24 00:00:00,persona natural,129544
171570,masculino,soltero,lima,lima,s.j.de lurigancho,1985-10-03 00:00:00,persona natural,129556
171750,masculino,soltero,lima,lima,cercado de lima,1974-05-12 00:00:00,persona natural,129614
171771,masculino,soltero,lima,lima,los olivos,1992-11-10 00:00:00,persona natural,129652
171623,masculino,soltero,lima,lima,la molina,1982-07-03 00:00:00,persona natural,129670
19304,masculino,soltero,lima,lima,san juan de miraflores,1966-11-29 00:00:00,persona natural,129691
171721,masculino,soltero,lima,lima,san martin de porres,1979-07-26 00:00:00,persona natural,129737
171855,masculino,casado,lima,lima,los olivos,1977-10-06 00:00:00,persona natural,129766
171901,masculino,soltero,callao,callao,callao,1975-05-11 00:00:00,persona natural,129878
148234,masculino,soltero,lima,lima,chorrillos,1976-12-07 00:00:00,persona natural,129920
172065,masculino,casado,lima,lima,santa anita,1969-08-22 00:00:00,persona natural,129931
171993,masculino,casado,lima,lima,rimac,1964-01-16 00:00:00,persona natural,129938
171479,femenino,soltero,ayacucho,huanta,huanta,1977-06-30 00:00:00,persona natural,129959
172010,NO ESPECIFICA,"",lima,lima,la molina,1900-01-01 00:00:00,persona jurídica,130014
172242,masculino,casado,lima,lima,comas,1950-12-12 00:00:00,persona natural,130037
130754,masculino,casado,callao,callao,la perla,1980-07-14 00:00:00,persona natural,130076
172170,masculino,soltero,lima,lima,villa maria del triunfo,1987-03-21 00:00:00,persona natural,130144
172233,masculino,casado,lima,lima,ate,1975-12-17 00:00:00,persona natural,130172
172374,femenino,soltero,lima,lima,independencia,1993-08-30 00:00:00,persona natural,130182
172381,femenino,soltero,lima,lima,jesus maria,1975-05-30 00:00:00,persona natural,130190
171605,NO ESPECIFICA,"",lima,lima,villa el salvador,2015-11-26 00:00:00,persona jurídica,130262
172323,masculino,soltero,callao,callao,ventanilla,1989-06-08 00:00:00,persona natural,130267
8501,masculino,soltero,lima,lima,santiago de surco,1969-11-22 00:00:00,persona natural,130269
172382,NO ESPECIFICA,"",lima,lima,carabayllo,2011-01-01 00:00:00,persona jurídica,130288
172598,masculino,soltero,lima,lima,los olivos,1995-09-10 00:00:00,persona natural,130328
172584,masculino,soltero,lima,lima,s.j.de lurigancho,1987-06-25 00:00:00,persona natural,130357
172478,masculino,soltero,callao,callao,la perla,1981-05-25 00:00:00,persona natural,130373
172642,masculino,soltero,lima,lima,los olivos,1996-06-26 00:00:00,persona natural,130400
172674,femenino,soltero,lima,lima,lurigancho (chosica),1975-09-27 00:00:00,persona natural,130404
172662,masculino,soltero,lima,lima,san juan de miraflores,1983-08-29 00:00:00,persona natural,130405
172721,NO ESPECIFICA,"",lima,lima,villa el salvador,2005-09-09 00:00:00,persona jurídica,130411
172664,femenino,soltero,lima,lima,san martin de porres,1984-02-03 00:00:00,persona natural,130470
172664,femenino,soltero,lima,lima,san martin de porres,1984-02-03 00:00:00,persona natural,130472
172774,masculino,soltero,lima,lima,carabayllo,1969-06-04 00:00:00,persona natural,130519
172873,femenino,casado,lima,lima,comas,1984-12-08 00:00:00,persona natural,130528
172750,masculino,soltero,lima,lima,san juan de miraflores,1982-10-01 00:00:00,persona natural,130561
172854,femenino,soltero,lima,lima,la molina,1980-10-13 00:00:00,persona natural,130608
173042,NO ESPECIFICA,"",lima,lima,rimac,2014-04-04 00:00:00,persona jurídica,130644
172940,masculino,soltero,lima,lima,independencia,1990-12-01 00:00:00,persona natural,130654
173024,femenino,soltero,callao,callao,callao,1970-03-17 00:00:00,persona natural,130659
172790,masculino,soltero,lima,lima,s.j.de lurigancho,1989-06-26 00:00:00,persona natural,130691
173166,NO ESPECIFICA,"",lima,lima,los olivos,2015-04-09 00:00:00,persona jurídica,130746
173133,femenino,soltero,lima,lima,los olivos,1971-07-23 00:00:00,persona natural,130781
173196,masculino,soltero,huanuco,ambo,ambo,1958-10-01 00:00:00,persona natural,130801
173263,femenino,soltero,lima,lima,santiago de surco,1960-10-30 00:00:00,persona natural,130851
173265,masculino,soltero,lima,huaura,huacho,1987-07-30 00:00:00,persona natural,130855
7781,femenino,soltero,lima,lima,comas,1979-01-15 00:00:00,persona natural,130887
173323,masculino,soltero,lima,lima,los olivos,1992-02-07 00:00:00,persona natural,130910
173294,femenino,soltero,lima,lima,s.j.de lurigancho,1991-04-25 00:00:00,persona natural,130913
173478,masculino,soltero,lima,lima,los olivos,1967-02-07 00:00:00,persona natural,130982
173493,masculino,soltero,lima,lima,s.j.de lurigancho,1987-08-30 00:00:00,persona natural,131009
